transaction_id,transaction_date,voucher_no,account_head,account_type,category,sub_category,party_name,payment_method,bank_name,reference,debit,credit,amount,remarks,created_by
374,2025-05-24,VCH-000374,Loan From Managing Director,Liability,Loan,Capital,Green Energy Co.,Cash,Dutch Bangla Bank,REF-4203-kyfR,41491.47,0.0,41491.47,Wish policy respond task hair bar.,Admin
375,2025-03-04,VCH-000375,Salaries & Employee Benefits,Expense,OPEX,Expense,XYZ Ltd.,Bkash,BRAC Bank,REF-0421-RYZG,92320.38,0.0,92320.38,Grow condition language by maintain show.,Finance Manager
376,2025-03-18,VCH-000376,Cashout Charge,Expense,Bank Charge,COGS,Tech Solutions,Cash,BRAC Bank,REF-5215-XzoO,36765.04,0.0,36765.04,Determine hand memory particularly.,Managing Director
377,2025-11-05,VCH-000377,Cashout Charge,Expense,Bank Charge,Operations,Tech Solutions,Cash,Dutch Bangla Bank,REF-8118-UnoI,88304.36,0.0,88304.36,Head meet appear especially once top.,Managing Director
378,2026-02-04,VCH-000378,Financial Expenses,Expense,Finance,COGS,Innovate Ltd.,Bank Transfer,Sonali Bank,REF-0183-KajB,53703.32,0.0,53703.32,Share green business peace money project tax draw.,Finance Manager
379,2025-02-02,VCH-000379,Salaries & Employee Benefits,Expense,OPEX,COGS,Innovate Ltd.,Bkash,City Bank,REF-4296-YbLi,8767.87,0.0,8767.87,Second threat wife national able order western reflect.,Finance Manager
380,2026-06-05,VCH-000380,Miscellaneous Expenses,Expense,Other,Capital,Global Enterprises,Nagad,Sonali Bank,REF-0370-nvaR,98753.45,0.0,98753.45,Administration detail school.,Admin
381,2024-11-19,VCH-000381,Loan From Managing Director,Liability,Loan,Operations,XYZ Ltd.,Cheque,Dutch Bangla Bank,REF-5835-GDRz,49787.65,0.0,49787.65,Pressure so down miss much.,Finance Manager
382,2024-08-28,VCH-000382,Financial Expenses,Expense,Finance,Expense,ABC Corporation,Cash,BRAC Bank,REF-9290-wscd,12896.92,0.0,12896.92,Second since citizen name bit senior.,Admin
383,2024-08-18,VCH-000383,Managing Director Personal Expense,Equity,Drawings,COGS,Tech Solutions,Bkash,Dutch Bangla Bank,REF-0401-UxHm,75804.8,0.0,75804.8,Study quickly law officer join scene continue.,Accounts Officer
384,2025-01-29,VCH-000384,Investment Payment,Equity,Capital,Sales,Innovate Ltd.,Cash,Janata Bank,REF-0712-aDzE,28788.83,0.0,28788.83,Tonight identify magazine go talk available watch.,Accounts Officer
385,2026-01-30,VCH-000385,Salaries & Employee Benefits,Expense,OPEX,Operations,Tech Solutions,Bank Transfer,Janata Bank,REF-1781-aCxl,69881.47,0.0,69881.47,Rise rather institution start kitchen them.,Finance Manager
386,2025-10-10,VCH-000386,Salaries & Employee Benefits,Expense,OPEX,Capital,XYZ Ltd.,Cheque,City Bank,REF-3828-UBCx,72293.99,0.0,72293.99,Include deep stock recognize possible business attack amount.,Accounts Officer
387,2024-10-13,VCH-000387,Investment Payment,Equity,Capital,Capital,Innovate Ltd.,Bank Transfer,Janata Bank,REF-5698-lwAP,69666.36,0.0,69666.36,Art power suggest season lawyer.,Admin
388,2025-07-12,VCH-000388,Salaries & Employee Benefits,Expense,OPEX,Capital,Prime Services,Nagad,Janata Bank,REF-7824-oMdr,46956.94,0.0,46956.94,Entire voice career sing sea court kind every.,Admin
389,2025-04-30,VCH-000389,Depreciation & Amortization,Expense,Non-Cash,Expense,Innovate Ltd.,Cash,BRAC Bank,REF-2327-CJGu,73988.57,0.0,73988.57,Fish determine amount save born.,Admin
390,2025-10-19,VCH-000390,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,XYZ Ltd.,Nagad,City Bank,REF-4256-nOqg,70243.82,0.0,70243.82,Choose pick lot American would adult.,Accounts Officer
391,2024-06-30,VCH-000391,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Prime Services,Bank Transfer,Nagad,REF-1038-Dcvl,43798.58,0.0,43798.58,Available then others score modern trip he.,Managing Director
392,2025-08-10,VCH-000392,Cashout Charge,Expense,Bank Charge,Sales,Prime Services,Cash,Dutch Bangla Bank,REF-4614-TqtR,39254.34,0.0,39254.34,Picture new soon.,Admin
393,2026-01-07,VCH-000393,Investment Payment,Equity,Capital,Operations,Innovate Ltd.,Cash,Janata Bank,REF-0643-bzyI,54985.88,0.0,54985.88,Seven fund plan line edge without each use.,Admin
394,2025-05-27,VCH-000394,Salaries & Employee Benefits,Expense,OPEX,Capital,Green Energy Co.,Nagad,Janata Bank,REF-8667-nboV,51687.71,0.0,51687.71,View baby green daughter.,Accounts Officer
395,2025-10-14,VCH-000395,Cashout Charge,Expense,Bank Charge,Capital,Tech Solutions,Bank Transfer,Dutch Bangla Bank,REF-5890-MzKD,14470.67,0.0,14470.67,If organization fund hit himself attention.,Admin
396,2025-01-17,VCH-000396,Administrative Expenses,Expense,OPEX,Banking,XYZ Ltd.,Cash,City Bank,REF-5590-TDqK,5922.64,0.0,5922.64,Full professional sure other wide magazine.,Managing Director
397,2024-09-12,VCH-000397,Cashout Charge,Expense,Bank Charge,Sales,Tech Solutions,Nagad,Nagad,REF-7935-eNys,86094.13,0.0,86094.13,Meeting industry president media truth behind always.,Admin
398,2024-10-16,VCH-000398,Investment Payment,Equity,Capital,Sales,Innovate Ltd.,Cash,Sonali Bank,REF-6892-FUjg,33598.02,0.0,33598.02,Catch next inside opportunity sell age wall small.,Accounts Officer
399,2026-02-02,VCH-000399,Depreciation & Amortization,Expense,Non-Cash,Operations,Tech Solutions,Cheque,Bkash,REF-4108-yyYH,13893.02,0.0,13893.02,Loss fact catch.,Finance Manager
400,2025-01-16,VCH-000400,Product Sales,Revenue,Sales,Operations,ABC Corporation,Bkash,Rupali Bank,REF-2963-yTgY,0.0,20138.91,20138.91,Discover she role describe close space.,Admin
401,2024-09-28,VCH-000401,Miscellaneous Expenses,Expense,Other,Banking,Green Energy Co.,Nagad,BRAC Bank,REF-8948-Pvpc,36154.92,0.0,36154.92,Degree Congress force whom dog send.,Finance Manager
402,2025-07-12,VCH-000402,Miscellaneous Expenses,Expense,Other,Capital,Prime Services,Nagad,BRAC Bank,REF-4928-zaRO,81607.64,0.0,81607.64,Base seek particular data first.,Admin
403,2026-01-01,VCH-000403,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Global Enterprises,Bank Transfer,City Bank,REF-9272-ZLky,88516.95,0.0,88516.95,Response herself ability wish late financial office.,Managing Director
404,2026-04-04,VCH-000404,Product Sales,Revenue,Sales,COGS,XYZ Ltd.,Nagad,Nagad,REF-0429-dXZW,0.0,62946.8,62946.8,Already life assume very.,Managing Director
405,2025-09-19,VCH-000405,Production or Cost of Goods Sold (COGS),Expense,COGS,Capital,Tech Solutions,Bank Transfer,Janata Bank,REF-9935-zFCS,38831.64,0.0,38831.64,Night yes modern prepare about financial.,Finance Manager
406,2026-05-17,VCH-000406,Miscellaneous Expenses,Expense,Other,Expense,Green Energy Co.,Bank Transfer,Rupali Bank,REF-5677-xmWa,17377.58,0.0,17377.58,Southern marriage I around rest treat official.,Managing Director
407,2024-07-04,VCH-000407,Selling & Distribution Expenses,Expense,OPEX,Banking,Global Enterprises,Cash,Janata Bank,REF-2823-dXHd,62539.85,0.0,62539.85,Since our risk article manage institution size.,Finance Manager
408,2026-04-20,VCH-000408,Investment Payment,Equity,Capital,Sales,Green Energy Co.,Cash,City Bank,REF-8097-pqNc,7746.67,0.0,7746.67,Can manager age health land.,Managing Director
409,2025-08-31,VCH-000409,Financial Expenses,Expense,Finance,Expense,Prime Services,Cheque,Janata Bank,REF-5343-VZsg,27373.3,0.0,27373.3,Blue turn important.,Finance Manager
410,2026-02-23,VCH-000410,Packing Materials,Expense,COGS,Expense,Green Energy Co.,Cash,Dutch Bangla Bank,REF-5732-LPiz,87132.31,0.0,87132.31,Design whether allow talk our carry.,Admin
411,2024-12-26,VCH-000411,Product Sales,Revenue,Sales,Expense,Prime Services,Cash,Rupali Bank,REF-5582-OoHf,0.0,14317.58,14317.58,Exactly up whose have whose various.,Admin
412,2025-08-18,VCH-000412,Marketing & Sales Expenses,Expense,OPEX,Operations,ABC Corporation,Cash,City Bank,REF-3314-IAdd,38909.05,0.0,38909.05,Look special nation front put value.,Finance Manager
413,2025-02-11,VCH-000413,Production or Cost of Goods Sold (COGS),Expense,COGS,Capital,Global Enterprises,Cheque,City Bank,REF-1059-sRMm,39698.13,0.0,39698.13,Down thought military whose at.,Managing Director
414,2025-05-03,VCH-000414,Marketing & Sales Expenses,Expense,OPEX,Banking,Tech Solutions,Bkash,Rupali Bank,REF-7932-URbd,80158.59,0.0,80158.59,Wear city box two bill.,Accounts Officer
415,2025-08-15,VCH-000415,Administrative Expenses,Expense,OPEX,Capital,Prime Services,Cheque,BRAC Bank,REF-9023-SZRM,41206.78,0.0,41206.78,Already yard forget.,Finance Manager
416,2025-12-17,VCH-000416,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Tech Solutions,Nagad,BRAC Bank,REF-1163-vqjy,24846.05,0.0,24846.05,Exactly will project I draw assume determine again.,Admin
417,2025-11-04,VCH-000417,Packing Materials,Expense,COGS,Sales,Prime Services,Bank Transfer,BRAC Bank,REF-2447-XPFx,80693.74,0.0,80693.74,Relationship information movie along represent TV.,Admin
418,2025-01-10,VCH-000418,Managing Director Personal Expense,Equity,Drawings,COGS,Tech Solutions,Bkash,Dutch Bangla Bank,REF-7503-aXCe,46339.99,0.0,46339.99,Somebody student space standard.,Managing Director
419,2024-08-22,VCH-000419,Selling & Distribution Expenses,Expense,OPEX,Capital,Tech Solutions,Bank Transfer,Nagad,REF-4422-BilN,32099.74,0.0,32099.74,Particularly star edge can PM ago.,Admin
420,2024-11-08,VCH-000420,Loan From Managing Director,Liability,Loan,COGS,Tech Solutions,Bank Transfer,BRAC Bank,REF-9520-RkQv,90648.02,0.0,90648.02,Floor like image the.,Admin
421,2026-02-26,VCH-000421,Depreciation & Amortization,Expense,Non-Cash,Banking,Global Enterprises,Cheque,City Bank,REF-8854-CLVX,12490.81,0.0,12490.81,Past when study success every him.,Managing Director
422,2024-07-11,VCH-000422,Miscellaneous Expenses,Expense,Other,COGS,Tech Solutions,Cheque,BRAC Bank,REF-0631-FOET,31708.2,0.0,31708.2,Give by note lead player.,Admin
423,2024-10-24,VCH-000423,Cashout Charge,Expense,Bank Charge,Banking,Prime Services,Bank Transfer,Nagad,REF-8764-ZJSh,75685.58,0.0,75685.58,Success through respond peace rock middle law.,Managing Director
424,2025-06-08,VCH-000424,Loan From Managing Director,Liability,Loan,Operations,ABC Corporation,Nagad,Rupali Bank,REF-3427-aQll,83808.92,0.0,83808.92,Too not majority trial them.,Accounts Officer
425,2026-04-21,VCH-000425,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,Prime Services,Cash,Rupali Bank,REF-0220-PxDx,71661.58,0.0,71661.58,Future decade money method.,Finance Manager
426,2025-07-05,VCH-000426,Marketing & Sales Expenses,Expense,OPEX,COGS,Innovate Ltd.,Bank Transfer,Janata Bank,REF-2983-XPzV,24661.44,0.0,24661.44,Key watch spring much stage their assume.,Accounts Officer
427,2025-03-10,VCH-000427,Product Sales,Revenue,Sales,Operations,Green Energy Co.,Nagad,BRAC Bank,REF-5595-GPdi,0.0,43362.95,43362.95,Sign dark him turn call go talk.,Admin
428,2024-09-30,VCH-000428,Selling & Distribution Expenses,Expense,OPEX,Operations,Green Energy Co.,Cheque,Janata Bank,REF-1058-nebo,11175.74,0.0,11175.74,Difficult expect south next.,Admin
429,2026-03-01,VCH-000429,Miscellaneous Expenses,Expense,Other,Expense,Innovate Ltd.,Cheque,Bkash,REF-6447-KDbt,81881.25,0.0,81881.25,Draw partner trial.,Admin
430,2024-10-21,VCH-000430,Managing Director Personal Expense,Equity,Drawings,Capital,XYZ Ltd.,Bkash,Nagad,REF-5057-qzLy,24030.82,0.0,24030.82,Because collection think reduce.,Admin
431,2024-08-24,VCH-000431,Salaries & Employee Benefits,Expense,OPEX,Operations,XYZ Ltd.,Nagad,Dutch Bangla Bank,REF-0219-STsW,5454.69,0.0,5454.69,To less listen everything south yes education.,Accounts Officer
432,2025-04-08,VCH-000432,Miscellaneous Expenses,Expense,Other,Operations,Green Energy Co.,Cash,Nagad,REF-8859-ebBz,54282.05,0.0,54282.05,All happy growth first.,Managing Director
433,2025-03-30,VCH-000433,Salaries & Employee Benefits,Expense,OPEX,Capital,Tech Solutions,Bkash,Sonali Bank,REF-2876-fHKA,35340.78,0.0,35340.78,Most effect case find bar go.,Finance Manager
434,2026-04-28,VCH-000434,Investment Payment,Equity,Capital,Capital,Innovate Ltd.,Cheque,Nagad,REF-7316-SdGM,54619.18,0.0,54619.18,Around base read increase wide.,Accounts Officer
435,2024-11-13,VCH-000435,Marketing & Sales Expenses,Expense,OPEX,COGS,Green Energy Co.,Bank Transfer,Rupali Bank,REF-7552-dtoM,48716.93,0.0,48716.93,Eight certain senior nice.,Managing Director
436,2025-01-21,VCH-000436,Product Sales,Revenue,Sales,COGS,Tech Solutions,Cash,Nagad,REF-0999-vXhG,0.0,66668.76,66668.76,Two star fly relate number.,Finance Manager
437,2024-10-11,VCH-000437,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,Innovate Ltd.,Bank Transfer,Sonali Bank,REF-0142-vQwG,30407.58,0.0,30407.58,Should can eight cold pressure surface.,Admin
438,2025-04-11,VCH-000438,Managing Director Personal Expense,Equity,Drawings,Capital,Global Enterprises,Bkash,Nagad,REF-1754-lxIN,70486.46,0.0,70486.46,Same one coach also.,Accounts Officer
439,2025-03-13,VCH-000439,Marketing & Sales Expenses,Expense,OPEX,COGS,Prime Services,Nagad,Bkash,REF-7510-qReW,44850.45,0.0,44850.45,Whom week figure sign together.,Accounts Officer
440,2025-09-27,VCH-000440,Miscellaneous Expenses,Expense,Other,Banking,Green Energy Co.,Nagad,City Bank,REF-8621-QdJu,40791.4,0.0,40791.4,Find discuss federal.,Managing Director
441,2025-10-21,VCH-000441,Salaries & Employee Benefits,Expense,OPEX,Sales,Innovate Ltd.,Cash,Dutch Bangla Bank,REF-6649-onNR,98393.64,0.0,98393.64,Heavy court every reach involve now state.,Admin
442,2024-11-23,VCH-000442,Depreciation & Amortization,Expense,Non-Cash,COGS,ABC Corporation,Bkash,Janata Bank,REF-5752-rdbK,18159.95,0.0,18159.95,Most this note within listen.,Admin
443,2025-03-22,VCH-000443,Salaries & Employee Benefits,Expense,OPEX,Expense,Innovate Ltd.,Bank Transfer,BRAC Bank,REF-7981-hKAd,5444.03,0.0,5444.03,Carry guess brother act feeling interesting throughout.,Accounts Officer
444,2024-06-22,VCH-000444,Administrative Expenses,Expense,OPEX,Banking,Green Energy Co.,Bank Transfer,Bkash,REF-4251-PMsz,72819.13,0.0,72819.13,Ground administration meeting purpose seem.,Managing Director
445,2026-03-04,VCH-000445,Miscellaneous Expenses,Expense,Other,Banking,Tech Solutions,Nagad,Sonali Bank,REF-4289-StLL,44353.48,0.0,44353.48,Save me green past face common thank as.,Admin
446,2026-03-20,VCH-000446,Depreciation & Amortization,Expense,Non-Cash,Banking,XYZ Ltd.,Bkash,City Bank,REF-1841-vIFH,37063.03,0.0,37063.03,Late peace small.,Managing Director
447,2025-02-18,VCH-000447,Managing Director Personal Expense,Equity,Drawings,Banking,Tech Solutions,Bkash,Janata Bank,REF-9253-wRzv,40942.86,0.0,40942.86,Choose occur tree in.,Admin
448,2026-02-09,VCH-000448,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,ABC Corporation,Bank Transfer,Rupali Bank,REF-0717-qYAA,45709.01,0.0,45709.01,Local manage institution force people.,Accounts Officer
449,2025-01-10,VCH-000449,Loan From Managing Director,Liability,Loan,Capital,ABC Corporation,Cash,BRAC Bank,REF-6524-vZLJ,62096.04,0.0,62096.04,Knowledge nothing simple claim fight.,Managing Director
450,2024-09-24,VCH-000450,Salaries & Employee Benefits,Expense,OPEX,Sales,ABC Corporation,Nagad,Rupali Bank,REF-5114-dAIt,95537.99,0.0,95537.99,National activity team hot.,Accounts Officer
451,2024-09-17,VCH-000451,Depreciation & Amortization,Expense,Non-Cash,COGS,ABC Corporation,Bkash,Nagad,REF-3767-klHP,3590.5,0.0,3590.5,Paper process husband after help attorney although.,Managing Director
452,2025-01-06,VCH-000452,Marketing & Sales Expenses,Expense,OPEX,Banking,Global Enterprises,Cash,BRAC Bank,REF-7368-PTJj,71853.53,0.0,71853.53,At move science close defense.,Managing Director
453,2024-12-03,VCH-000453,Salaries & Employee Benefits,Expense,OPEX,COGS,Innovate Ltd.,Bank Transfer,Rupali Bank,REF-2577-qjXv,6673.13,0.0,6673.13,Many present across hair author prevent own.,Accounts Officer
454,2025-01-10,VCH-000454,Selling & Distribution Expenses,Expense,OPEX,Banking,Tech Solutions,Bank Transfer,Rupali Bank,REF-7535-DCYE,91659.57,0.0,91659.57,Federal how force occur small notice hotel thousand.,Finance Manager
455,2025-08-18,VCH-000455,Depreciation & Amortization,Expense,Non-Cash,Banking,XYZ Ltd.,Nagad,Nagad,REF-6156-Psaz,27288.21,0.0,27288.21,Eight money natural either face.,Finance Manager
456,2025-06-05,VCH-000456,Marketing & Sales Expenses,Expense,OPEX,Capital,Prime Services,Nagad,Dutch Bangla Bank,REF-6786-FzIB,41981.41,0.0,41981.41,Language risk be artist human them sign.,Finance Manager
457,2025-10-13,VCH-000457,Cashout Charge,Expense,Bank Charge,Operations,Innovate Ltd.,Nagad,Nagad,REF-0447-dJbO,49050.26,0.0,49050.26,Million realize young step artist.,Managing Director
458,2026-02-06,VCH-000458,Loan From Managing Director,Liability,Loan,Banking,XYZ Ltd.,Cheque,Rupali Bank,REF-8496-FkXi,57705.34,0.0,57705.34,Step themselves push spring moment station ahead large.,Finance Manager
459,2024-10-27,VCH-000459,Miscellaneous Expenses,Expense,Other,Banking,XYZ Ltd.,Bkash,City Bank,REF-9136-EwEK,86785.39,0.0,86785.39,Commercial ever social tough standard.,Admin
460,2024-07-20,VCH-000460,Financial Expenses,Expense,Finance,Capital,Global Enterprises,Bkash,BRAC Bank,REF-5945-bWvy,56182.69,0.0,56182.69,Race less cup.,Accounts Officer
461,2024-12-28,VCH-000461,Administrative Expenses,Expense,OPEX,Banking,Innovate Ltd.,Bkash,Dutch Bangla Bank,REF-0225-gYUw,68075.07,0.0,68075.07,Professional well realize hard mention difficult gun.,Managing Director
462,2025-06-30,VCH-000462,Loan From Managing Director,Liability,Loan,COGS,Innovate Ltd.,Bkash,Dutch Bangla Bank,REF-7044-MgDh,67304.99,0.0,67304.99,Player offer eight fact.,Admin
463,2025-09-09,VCH-000463,Miscellaneous Expenses,Expense,Other,COGS,Innovate Ltd.,Bank Transfer,BRAC Bank,REF-3243-lhXV,83581.81,0.0,83581.81,Suddenly institution top peace fine dinner voice.,Finance Manager
464,2024-06-15,VCH-000464,Investment Payment,Equity,Capital,Capital,Green Energy Co.,Bkash,BRAC Bank,REF-1517-zmah,64768.23,0.0,64768.23,Officer very pressure adult little gun next.,Admin
465,2026-01-06,VCH-000465,Miscellaneous Expenses,Expense,Other,COGS,Tech Solutions,Nagad,Nagad,REF-7417-RBir,41952.93,0.0,41952.93,Head send beyond daughter thought third.,Managing Director
466,2025-10-21,VCH-000466,Loan From Managing Director,Liability,Loan,Operations,ABC Corporation,Cheque,Nagad,REF-6256-vpWP,73930.9,0.0,73930.9,Over hour close citizen list prevent return owner.,Finance Manager
467,2024-10-13,VCH-000467,Administrative Expenses,Expense,OPEX,Banking,Innovate Ltd.,Cheque,Nagad,REF-9880-aMRf,50647.52,0.0,50647.52,Subject approach student hospital rest shoulder indeed.,Admin
468,2024-06-17,VCH-000468,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Green Energy Co.,Cash,Nagad,REF-3103-yOiz,57144.18,0.0,57144.18,Policy pull create.,Accounts Officer
469,2024-10-28,VCH-000469,Production or Cost of Goods Sold (COGS),Expense,COGS,Sales,Prime Services,Bkash,Bkash,REF-4494-kgtm,55119.53,0.0,55119.53,Government have growth morning bill.,Managing Director
470,2024-06-25,VCH-000470,Product Sales,Revenue,Sales,Sales,Green Energy Co.,Cash,City Bank,REF-4805-cizx,0.0,77327.09,77327.09,Tough require election indeed.,Managing Director
471,2025-05-11,VCH-000471,Selling & Distribution Expenses,Expense,OPEX,Expense,ABC Corporation,Bank Transfer,Nagad,REF-6121-bYAU,9303.11,0.0,9303.11,Official not attack knowledge Republican.,Accounts Officer
